Rule Text,JSON Mapping,qwen3.5-397b-a17b_responses,qwen3.5-397b-a17b_categories,qwen3.5-397b-a17b_card_orders,glm-4.7-flash_responses,glm-4.7-flash_categories,glm-4.7-flash_card_orders,qwen3-next-80b-a3b-instruct_responses,qwen3-next-80b-a3b-instruct_categories,qwen3-next-80b-a3b-instruct_card_orders,gemma-3-27b-it_responses,gemma-3-27b-it_categories,gemma-3-27b-it_card_orders,deepseek-v3.2_responses,deepseek-v3.2_categories,deepseek-v3.2_card_orders,gemma-3-12b-it_responses,gemma-3-12b-it_categories,gemma-3-12b-it_card_orders
"If the letter is I, then the digit is 1.","{'I': 'P', 'T': 'not_P', '1': 'Q', '6': 'not_Q'}","[['I', '6'], ['I', '6'], ['I', '6'], ['I', '6'], ['I', '6']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['T', '1', 'I', '6'], ['1', 'I', '6', 'T'], ['T', '6', 'I', '1'], ['1', 'I', 'T', '6'], ['T', '1', '6', 'I']]","[['I'], ['I'], ['I'], ['I'], ['I']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['T', '1', 'I', '6'], ['1', 'I', '6', 'T'], ['T', '6', 'I', '1'], ['1', 'I', 'T', '6'], ['T', '1', '6', 'I']]","[['I', '6'], ['I', '6'], ['I', '6'], ['I', '6'], ['I', '6']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['T', '1', 'I', '6'], ['1', 'I', '6', 'T'], ['T', '6', 'I', '1'], ['1', 'I', 'T', '6'], ['T', '1', '6', 'I']]","[['I', '1'], ['1', 'I'], ['I', '1'], ['I', '1', '6'], ['I', '1']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'OVER_SELECTION', 'MATCHING_BIAS']","[['T', '1', 'I', '6'], ['1', 'I', '6', 'T'], ['T', '6', 'I', '1'], ['1', 'I', 'T', '6'], ['T', '1', '6', 'I']]","[['I', '6'], ['I', '6'], ['I', '6'], ['I', '6'], ['I', '6']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['T', '1', 'I', '6'], ['1', 'I', '6', 'T'], ['T', '6', 'I', '1'], ['1', 'I', 'T', '6'], ['T', '1', '6', 'I']]","[[], ['I', '6'], ['I', '1'], ['I'], ['I', '1']]","['NOISE', 'CORRECT', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS']","[['T', '1', 'I', '6'], ['1', 'I', '6', 'T'], ['T', '6', 'I', '1'], ['1', 'I', 'T', '6'], ['T', '1', '6', 'I']]"
"If the symbol is square, then the letter is B.","{'square': 'P', 'circle': 'not_P', 'B': 'Q', 'N': 'not_Q'}","[['square', 'N'], ['square', 'N'], ['square', 'N'], ['N', 'square'], ['square', 'N']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['square', 'B', 'circle', 'N'], ['square', 'N', 'B', 'circle'], ['circle', 'N', 'square', 'B'], ['N', 'circle', 'square', 'B'], ['square', 'N', 'circle', 'B']]","[['card1', 'card3'], ['square', 'B'], ['N', 'square'], ['square'], ['square', 'N']]","['NOISE', 'MATCHING_BIAS', 'CORRECT', 'CONFIRMATION_BIAS', 'CORRECT']","[['square', 'B', 'circle', 'N'], ['square', 'N', 'B', 'circle'], ['circle', 'N', 'square', 'B'], ['N', 'circle', 'square', 'B'], ['square', 'N', 'circle', 'B']]","[['square', 'N'], ['square', 'N'], ['square', 'N'], ['N', 'square'], ['square', 'N']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['square', 'B', 'circle', 'N'], ['square', 'N', 'B', 'circle'], ['circle', 'N', 'square', 'B'], ['N', 'circle', 'square', 'B'], ['square', 'N', 'circle', 'B']]","[['square'], ['square'], ['square', 'N'], ['square', 'B'], ['square']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['square', 'B', 'circle', 'N'], ['square', 'N', 'B', 'circle'], ['circle', 'N', 'square', 'B'], ['N', 'circle', 'square', 'B'], ['square', 'N', 'circle', 'B']]","[['square', 'N'], ['square', 'N'], ['N', 'square'], ['N', 'square'], ['square', 'N']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['square', 'B', 'circle', 'N'], ['square', 'N', 'B', 'circle'], ['circle', 'N', 'square', 'B'], ['N', 'circle', 'square', 'B'], ['square', 'N', 'circle', 'B']]","[['square', 'B'], ['N', 'circle'], ['square', 'B'], ['square', 'B'], ['N', 'circle']]","['MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['square', 'B', 'circle', 'N'], ['square', 'N', 'B', 'circle'], ['circle', 'N', 'square', 'B'], ['N', 'circle', 'square', 'B'], ['square', 'N', 'circle', 'B']]"
"If the pattern is diagonal, then the color is grey.","{'diagonal': 'P', 'horizontal': 'not_P', 'grey': 'Q', 'brown': 'not_Q'}","[['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'brown'], ['brown', 'diagonal'], ['diagonal', 'brown']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['grey', 'diagonal', 'brown', 'horizontal'], ['horizontal', 'grey', 'diagonal', 'brown'], ['diagonal', 'grey', 'brown', 'horizontal'], ['brown', 'diagonal', 'horizontal', 'grey'], ['horizontal', 'diagonal', 'grey', 'brown']]","[['grey', 'diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'grey'], ['diagonal'], ['diagonal']]","['OVER_SELECTION', 'CORRECT', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['grey', 'diagonal', 'brown', 'horizontal'], ['horizontal', 'grey', 'diagonal', 'brown'], ['diagonal', 'grey', 'brown', 'horizontal'], ['brown', 'diagonal', 'horizontal', 'grey'], ['horizontal', 'diagonal', 'grey', 'brown']]","[['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'brown'], ['→ So even if color is brown or grey', 'it doesn’t matter.'], ['But also', 'we have a card with color = brown — non-grey']]","['CORRECT', 'CORRECT', 'CORRECT', 'NOISE', 'NOISE']","[['grey', 'diagonal', 'brown', 'horizontal'], ['horizontal', 'grey', 'diagonal', 'brown'], ['diagonal', 'grey', 'brown', 'horizontal'], ['brown', 'diagonal', 'horizontal', 'grey'], ['horizontal', 'diagonal', 'grey', 'brown']]","[['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'brown'], ['brown', 'diagonal'], ['diagonal', 'grey', 'brown']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'OVER_SELECTION']","[['grey', 'diagonal', 'brown', 'horizontal'], ['horizontal', 'grey', 'diagonal', 'brown'], ['diagonal', 'grey', 'brown', 'horizontal'], ['brown', 'diagonal', 'horizontal', 'grey'], ['horizontal', 'diagonal', 'grey', 'brown']]","[['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'brown'], ['brown', 'diagonal'], ['diagonal', 'brown']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['grey', 'diagonal', 'brown', 'horizontal'], ['horizontal', 'grey', 'diagonal', 'brown'], ['diagonal', 'grey', 'brown', 'horizontal'], ['brown', 'diagonal', 'horizontal', 'grey'], ['horizontal', 'diagonal', 'grey', 'brown']]","[['diagonal'], ['diagonal', 'brown'], ['brown', 'horizontal'], ['diagonal', 'grey'], ['diagonal', 'grey']]","['CONFIRMATION_BIAS', 'CORRECT', 'LOGIC_ERROR', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['grey', 'diagonal', 'brown', 'horizontal'], ['horizontal', 'grey', 'diagonal', 'brown'], ['diagonal', 'grey', 'brown', 'horizontal'], ['brown', 'diagonal', 'horizontal', 'grey'], ['horizontal', 'diagonal', 'grey', 'brown']]"
"If the number is 8, then the shape is octagon.","{'8': 'P', '5': 'not_P', 'octagon': 'Q', 'pentagon': 'not_Q'}","[['8', 'pentagon'], ['pentagon', '8'], ['8', 'pentagon'], ['8', 'pentagon'], ['8', 'pentagon']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['octagon', '8', '5', 'pentagon'], ['pentagon', '5', 'octagon', '8'], ['5', 'pentagon', 'octagon', '8'], ['octagon', '8', 'pentagon', '5'], ['octagon', '5', '8', 'pentagon']]","[['8'], ['pentagon', '8'], ['8'], ['octagon', '8'], ['octagon', '8', 'pentagon']]","['CONFIRMATION_BIAS', 'CORRECT', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'OVER_SELECTION']","[['octagon', '8', '5', 'pentagon'], ['pentagon', '5', 'octagon', '8'], ['5', 'pentagon', 'octagon', '8'], ['octagon', '8', 'pentagon', '5'], ['octagon', '5', '8', 'pentagon']]","[['8', 'pentagon'], ['pentagon', '8'], ['8', 'pentagon'], ['8', 'pentagon'], ['8', 'pentagon']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['octagon', '8', '5', 'pentagon'], ['pentagon', '5', 'octagon', '8'], ['5', 'pentagon', 'octagon', '8'], ['octagon', '8', 'pentagon', '5'], ['octagon', '5', '8', 'pentagon']]","[['octagon', '8', 'pentagon'], ['pentagon', '8'], ['8', 'octagon'], ['8', 'octagon'], ['8', 'octagon']]","['OVER_SELECTION', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['octagon', '8', '5', 'pentagon'], ['pentagon', '5', 'octagon', '8'], ['5', 'pentagon', 'octagon', '8'], ['octagon', '8', 'pentagon', '5'], ['octagon', '5', '8', 'pentagon']]","[['8', 'pentagon'], ['pentagon', '8'], ['pentagon', '8'], ['8', 'pentagon'], ['8', 'pentagon']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['octagon', '8', '5', 'pentagon'], ['pentagon', '5', 'octagon', '8'], ['5', 'pentagon', 'octagon', '8'], ['octagon', '8', 'pentagon', '5'], ['octagon', '5', '8', 'pentagon']]","[['octagon', '8'], ['8'], ['8'], ['octagon', '8'], ['octagon', '8']]","['MATCHING_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['octagon', '8', '5', 'pentagon'], ['pentagon', '5', 'octagon', '8'], ['5', 'pentagon', 'octagon', '8'], ['octagon', '8', 'pentagon', '5'], ['octagon', '5', '8', 'pentagon']]"
"If the digit is 0, then the symbol is omega.","{'0': 'P', '1': 'not_P', 'omega': 'Q', 'sigma': 'not_Q'}","[['0', 'sigma'], ['0', 'sigma'], ['0', 'sigma'], ['0', 'sigma'], ['0', 'sigma']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['1', 'omega', 'sigma', '0'], ['1', 'sigma', 'omega', '0'], ['1', 'sigma', '0', 'omega'], ['1', 'omega', '0', 'sigma'], ['0', 'omega', 'sigma', '1']]","[['0'], ['sigma', '0'], ['0', 'omega'], ['0', 'sigma'], ['0']]","['CONFIRMATION_BIAS', 'CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CONFIRMATION_BIAS']","[['1', 'omega', 'sigma', '0'], ['1', 'sigma', 'omega', '0'], ['1', 'sigma', '0', 'omega'], ['1', 'omega', '0', 'sigma'], ['0', 'omega', 'sigma', '1']]","[['sigma', '0'], ['sigma', '0'], ['0', 'sigma'], ['0', 'sigma'], ['0', 'sigma']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['1', 'omega', 'sigma', '0'], ['1', 'sigma', 'omega', '0'], ['1', 'sigma', '0', 'omega'], ['1', 'omega', '0', 'sigma'], ['0', 'omega', 'sigma', '1']]","[['0', 'omega'], ['0', 'sigma'], ['0', 'sigma'], ['0'], ['0', 'omega']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'MATCHING_BIAS']","[['1', 'omega', 'sigma', '0'], ['1', 'sigma', 'omega', '0'], ['1', 'sigma', '0', 'omega'], ['1', 'omega', '0', 'sigma'], ['0', 'omega', 'sigma', '1']]","[['sigma', '0'], ['sigma', '0'], ['0', 'sigma'], ['0', 'sigma'], ['0', 'sigma']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['1', 'omega', 'sigma', '0'], ['1', 'sigma', 'omega', '0'], ['1', 'sigma', '0', 'omega'], ['1', 'omega', '0', 'sigma'], ['0', 'omega', 'sigma', '1']]","[['omega', 'sigma', '0'], ['sigma', 'omega', '0'], ['sigma', '0', 'omega'], ['omega', '0', 'sigma'], ['0', 'sigma']]","['OVER_SELECTION', 'OVER_SELECTION', 'OVER_SELECTION', 'OVER_SELECTION', 'CORRECT']","[['1', 'omega', 'sigma', '0'], ['1', 'sigma', 'omega', '0'], ['1', 'sigma', '0', 'omega'], ['1', 'omega', '0', 'sigma'], ['0', 'omega', 'sigma', '1']]"
"If the shape is convex, then the color is pink.","{'convex': 'P', 'concave': 'not_P', 'pink': 'Q', 'grey': 'not_Q'}","[['grey', 'convex'], ['convex', 'grey'], ['convex', 'grey'], ['convex', 'grey'], ['grey', 'convex']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['grey', 'concave', 'pink', 'convex'], ['grey', 'convex', 'pink', 'concave'], ['grey', 'convex', 'concave', 'pink'], ['pink', 'convex', 'concave', 'grey'], ['pink', 'grey', 'concave', 'convex']]","[['convex'], ['convex'], ['convex'], ['convex'], ['convex']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['grey', 'concave', 'pink', 'convex'], ['grey', 'convex', 'pink', 'concave'], ['grey', 'convex', 'concave', 'pink'], ['pink', 'convex', 'concave', 'grey'], ['pink', 'grey', 'concave', 'convex']]","[['grey', 'convex'], ['grey', 'convex'], ['grey', 'convex'], ['convex', 'grey'], ['grey', 'convex']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['grey', 'concave', 'pink', 'convex'], ['grey', 'convex', 'pink', 'concave'], ['grey', 'convex', 'concave', 'pink'], ['pink', 'convex', 'concave', 'grey'], ['pink', 'grey', 'concave', 'convex']]","[['grey', 'convex'], ['grey', 'convex'], ['grey', 'convex'], ['convex', 'grey'], ['grey', 'convex']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['grey', 'concave', 'pink', 'convex'], ['grey', 'convex', 'pink', 'concave'], ['grey', 'convex', 'concave', 'pink'], ['pink', 'convex', 'concave', 'grey'], ['pink', 'grey', 'concave', 'convex']]","[['grey', 'convex'], ['grey', 'convex'], ['grey', 'convex'], ['convex', 'grey'], ['convex', 'grey']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['grey', 'concave', 'pink', 'convex'], ['grey', 'convex', 'pink', 'concave'], ['grey', 'convex', 'concave', 'pink'], ['pink', 'convex', 'concave', 'grey'], ['pink', 'grey', 'concave', 'convex']]","[['grey', 'convex'], ['convex', 'grey'], ['convex', 'grey'], ['convex'], ['grey', 'convex']]","['CORRECT', 'CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'CORRECT']","[['grey', 'concave', 'pink', 'convex'], ['grey', 'convex', 'pink', 'concave'], ['grey', 'convex', 'concave', 'pink'], ['pink', 'convex', 'concave', 'grey'], ['pink', 'grey', 'concave', 'convex']]"
"If the letter is O, then the number is 10.","{'O': 'P', 'D': 'not_P', '10': 'Q', '13': 'not_Q'}","[['O', '13'], ['O', '13'], ['O', '13'], ['13', 'O'], ['O', '13']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['O', 'D', '13', '10'], ['O', '13', '10', 'D'], ['O', '10', 'D', '13'], ['10', 'D', '13', 'O'], ['O', 'D', '10', '13']]","[['O', '13'], ['O'], ['O'], ['13', 'O'], ['O', '13']]","['CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT', 'CORRECT']","[['O', 'D', '13', '10'], ['O', '13', '10', 'D'], ['O', '10', 'D', '13'], ['10', 'D', '13', 'O'], ['O', 'D', '10', '13']]","[['O', '13'], ['O'], ['O', '13'], ['O', '13'], ['O', '13']]","['CORRECT', 'CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['O', 'D', '13', '10'], ['O', '13', '10', 'D'], ['O', '10', 'D', '13'], ['10', 'D', '13', 'O'], ['O', 'D', '10', '13']]","[['O', '10'], ['O', '10'], ['O', '10'], ['10', 'O'], ['O', '10']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['O', 'D', '13', '10'], ['O', '13', '10', 'D'], ['O', '10', 'D', '13'], ['10', 'D', '13', 'O'], ['O', 'D', '10', '13']]","[['O', '13'], ['O', '13'], ['O', '13'], ['O', '13'], ['O', '13']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['O', 'D', '13', '10'], ['O', '13', '10', 'D'], ['O', '10', 'D', '13'], ['10', 'D', '13', 'O'], ['O', 'D', '10', '13']]","[['13', 'D'], ['O', '10'], ['O', '10'], ['O'], ['O', '10']]","['LOGIC_ERROR', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS']","[['O', 'D', '13', '10'], ['O', '13', '10', 'D'], ['O', '10', 'D', '13'], ['10', 'D', '13', 'O'], ['O', 'D', '10', '13']]"
"If the card is vertical, then the digit is 5.","{'vertical': 'P', 'horizontal': 'not_P', '5': 'Q', '2': 'not_Q'}","[['vertical', '2'], ['vertical', '2'], ['2', 'vertical'], ['2', 'vertical'], ['2', 'vertical']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['vertical', '2', 'horizontal', '5'], ['vertical', '2', '5', 'horizontal'], ['2', '5', 'vertical', 'horizontal'], ['2', 'horizontal', '5', 'vertical'], ['2', 'vertical', 'horizontal', '5']]","[['vertical', '2'], ['vertical', '2'], ['5', 'vertical'], ['2', 'vertical'], ['2', 'vertical']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT']","[['vertical', '2', 'horizontal', '5'], ['vertical', '2', '5', 'horizontal'], ['2', '5', 'vertical', 'horizontal'], ['2', 'horizontal', '5', 'vertical'], ['2', 'vertical', 'horizontal', '5']]","[['vertical', '2'], ['vertical', '2'], ['vertical', '2'], ['2', 'vertical'], ['2', 'vertical']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['vertical', '2', 'horizontal', '5'], ['vertical', '2', '5', 'horizontal'], ['2', '5', 'vertical', 'horizontal'], ['2', 'horizontal', '5', 'vertical'], ['2', 'vertical', 'horizontal', '5']]","[['vertical'], ['vertical', '2'], ['vertical'], ['2', 'vertical'], ['2', 'vertical']]","['CONFIRMATION_BIAS', 'CORRECT', 'CONFIRMATION_BIAS', 'CORRECT', 'CORRECT']","[['vertical', '2', 'horizontal', '5'], ['vertical', '2', '5', 'horizontal'], ['2', '5', 'vertical', 'horizontal'], ['2', 'horizontal', '5', 'vertical'], ['2', 'vertical', 'horizontal', '5']]","[['vertical', '2'], ['vertical', '2'], ['2', 'vertical'], ['2', 'vertical'], ['vertical', '2']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['vertical', '2', 'horizontal', '5'], ['vertical', '2', '5', 'horizontal'], ['2', '5', 'vertical', 'horizontal'], ['2', 'horizontal', '5', 'vertical'], ['2', 'vertical', 'horizontal', '5']]","[['vertical'], ['vertical'], ['vertical'], ['5', 'vertical'], ['vertical']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['vertical', '2', 'horizontal', '5'], ['vertical', '2', '5', 'horizontal'], ['2', '5', 'vertical', 'horizontal'], ['2', 'horizontal', '5', 'vertical'], ['2', 'vertical', 'horizontal', '5']]"
"If the symbol is heart, then the number is 4.","{'heart': 'P', 'spade': 'not_P', '4': 'Q', '7': 'not_Q'}","[['7', 'heart'], ['7', 'heart'], ['heart', '7'], ['heart', '7'], ['7', 'heart']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['spade', '7', '4', 'heart'], ['4', 'spade', '7', 'heart'], ['4', 'heart', 'spade', '7'], ['heart', '4', 'spade', '7'], ['7', 'heart', '4', 'spade']]","[['card3'], ['card2'], ['heart', '7'], ['heart'], ['7', 'heart']]","['NOISE', 'NOISE', 'CORRECT', 'CONFIRMATION_BIAS', 'CORRECT']","[['spade', '7', '4', 'heart'], ['4', 'spade', '7', 'heart'], ['4', 'heart', 'spade', '7'], ['heart', '4', 'spade', '7'], ['7', 'heart', '4', 'spade']]","[['heart', '7'], ['heart', '7'], ['heart', '7'], ['card1', 'card4'], ['heart', '7']]","['CORRECT', 'CORRECT', 'CORRECT', 'NOISE', 'CORRECT']","[['spade', '7', '4', 'heart'], ['4', 'spade', '7', 'heart'], ['4', 'heart', 'spade', '7'], ['heart', '4', 'spade', '7'], ['7', 'heart', '4', 'spade']]","[['7', '4', 'heart'], ['4', 'heart'], ['heart', '7'], ['heart', '4'], ['heart', '4']]","['OVER_SELECTION', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['spade', '7', '4', 'heart'], ['4', 'spade', '7', 'heart'], ['4', 'heart', 'spade', '7'], ['heart', '4', 'spade', '7'], ['7', 'heart', '4', 'spade']]","[['7', 'heart'], ['7', 'heart'], ['heart', '7'], ['heart', '7'], ['7', 'heart']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['spade', '7', '4', 'heart'], ['4', 'spade', '7', 'heart'], ['4', 'heart', 'spade', '7'], ['heart', '4', 'spade', '7'], ['7', 'heart', '4', 'spade']]","[['heart'], ['heart'], ['heart', '4'], ['heart', '4'], ['heart']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['spade', '7', '4', 'heart'], ['4', 'spade', '7', 'heart'], ['4', 'heart', 'spade', '7'], ['heart', '4', 'spade', '7'], ['7', 'heart', '4', 'spade']]"
"If the figure is dotted, then the shape is oval.","{'dotted': 'P', 'striped': 'not_P', 'oval': 'Q', 'rhombus': 'not_Q'}","[['dotted', 'rhombus'], ['dotted', 'rhombus'], ['dotted', 'rhombus'], ['rhombus', 'dotted'], ['rhombus', 'dotted']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['rhombus', 'striped', 'dotted', 'oval'], ['oval', 'rhombus', 'striped', 'dotted'], ['dotted', 'rhombus', 'striped', 'oval'], ['rhombus', 'oval', 'striped', 'dotted'], ['rhombus', 'oval', 'dotted', 'striped']]","[['rhombus', 'dotted'], ['rhombus', 'dotted'], ['card1'], ['rhombus', 'dotted'], ['rhombus', 'dotted']]","['CORRECT', 'CORRECT', 'NOISE', 'CORRECT', 'CORRECT']","[['rhombus', 'striped', 'dotted', 'oval'], ['oval', 'rhombus', 'striped', 'dotted'], ['dotted', 'rhombus', 'striped', 'oval'], ['rhombus', 'oval', 'striped', 'dotted'], ['rhombus', 'oval', 'dotted', 'striped']]","[['rhombus', 'dotted'], ['dotted', 'rhombus'], ['dotted', 'rhombus'], ['- **rh'], ['dotted', 'rhombus']]","['CORRECT', 'CORRECT', 'CORRECT', 'NOISE', 'CORRECT']","[['rhombus', 'striped', 'dotted', 'oval'], ['oval', 'rhombus', 'striped', 'dotted'], ['dotted', 'rhombus', 'striped', 'oval'], ['rhombus', 'oval', 'striped', 'dotted'], ['rhombus', 'oval', 'dotted', 'striped']]","[['dotted', 'oval'], ['oval', 'dotted', 'rhombus'], ['dotted', 'rhombus'], ['dotted', 'rhombus'], ['rhombus', 'dotted']]","['MATCHING_BIAS', 'OVER_SELECTION', 'CORRECT', 'CORRECT', 'CORRECT']","[['rhombus', 'striped', 'dotted', 'oval'], ['oval', 'rhombus', 'striped', 'dotted'], ['dotted', 'rhombus', 'striped', 'oval'], ['rhombus', 'oval', 'striped', 'dotted'], ['rhombus', 'oval', 'dotted', 'striped']]","[['rhombus', 'dotted'], ['dotted', 'rhombus'], ['dotted', 'rhombus'], ['rhombus', 'dotted'], ['dotted', 'rhombus']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['rhombus', 'striped', 'dotted', 'oval'], ['oval', 'rhombus', 'striped', 'dotted'], ['dotted', 'rhombus', 'striped', 'oval'], ['rhombus', 'oval', 'striped', 'dotted'], ['rhombus', 'oval', 'dotted', 'striped']]","[['dotted', 'oval'], ['dotted'], ['dotted', 'rhombus'], ['dotted'], ['dotted']]","['MATCHING_BIAS', 'CONFIRMATION_BIAS', 'CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['rhombus', 'striped', 'dotted', 'oval'], ['oval', 'rhombus', 'striped', 'dotted'], ['dotted', 'rhombus', 'striped', 'oval'], ['rhombus', 'oval', 'striped', 'dotted'], ['rhombus', 'oval', 'dotted', 'striped']]"
