Rule Text,JSON Mapping,qwen3.5-397b-a17b_responses,qwen3.5-397b-a17b_categories,qwen3.5-397b-a17b_card_orders,glm-4.7-flash_responses,glm-4.7-flash_categories,glm-4.7-flash_card_orders,qwen3-next-80b-a3b-instruct_responses,qwen3-next-80b-a3b-instruct_categories,qwen3-next-80b-a3b-instruct_card_orders,gemma-3-27b-it_responses,gemma-3-27b-it_categories,gemma-3-27b-it_card_orders,deepseek-v3.2_responses,deepseek-v3.2_categories,deepseek-v3.2_card_orders,gemma-3-12b-it_responses,gemma-3-12b-it_categories,gemma-3-12b-it_card_orders
"If the symbol is square, then the letter is B.","{'square': 'P', 'circle': 'not_P', 'B': 'Q', 'N': 'not_Q'}","[['square', 'N'], ['square', 'N'], ['circle', 'square'], ['square', 'N'], ['square', 'N']]","['CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['square', 'B', 'circle', 'N'], ['square', 'N', 'B', 'circle'], ['circle', 'N', 'square', 'B'], ['N', 'circle', 'square', 'B'], ['square', 'N', 'circle', 'B']]","[['square'], ['square', 'N'], ['square', 'N'], ['square', 'B'], ['square', 'N']]","['CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['square', 'B', 'circle', 'N'], ['square', 'N', 'B', 'circle'], ['circle', 'N', 'square', 'B'], ['N', 'circle', 'square', 'B'], ['square', 'N', 'circle', 'B']]","[['square', 'N'], ['square', 'N'], ['square', 'N'], ['square', 'N'], ['square', 'N']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['square', 'B', 'circle', 'N'], ['square', 'N', 'B', 'circle'], ['circle', 'N', 'square', 'B'], ['N', 'circle', 'square', 'B'], ['square', 'N', 'circle', 'B']]","[['square', 'N'], ['square', 'N'], ['square', 'N'], ['square', 'N'], ['square', 'N']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['square', 'B', 'circle', 'N'], ['square', 'N', 'B', 'circle'], ['circle', 'N', 'square', 'B'], ['N', 'circle', 'square', 'B'], ['square', 'N', 'circle', 'B']]","[['square', 'circle'], ['square', 'N'], ['square', 'N'], ['square', 'N'], ['square', 'N']]","['LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['square', 'B', 'circle', 'N'], ['square', 'N', 'B', 'circle'], ['circle', 'N', 'square', 'B'], ['N', 'circle', 'square', 'B'], ['square', 'N', 'circle', 'B']]","[['square', 'circle'], ['square', 'N', 'circle'], ['circle', 'N', 'square', 'B'], ['circle', 'N'], ['square', 'N', 'circle']]","['LOGIC_ERROR', 'LOGIC_ERROR', 'ALL_CARDS', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['square', 'B', 'circle', 'N'], ['square', 'N', 'B', 'circle'], ['circle', 'N', 'square', 'B'], ['N', 'circle', 'square', 'B'], ['square', 'N', 'circle', 'B']]"
"If the pattern is diagonal, then the color is grey.","{'diagonal': 'P', 'horizontal': 'not_P', 'grey': 'Q', 'brown': 'not_Q'}","[['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'brown']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['grey', 'diagonal', 'brown', 'horizontal'], ['horizontal', 'grey', 'diagonal', 'brown'], ['diagonal', 'grey', 'brown', 'horizontal'], ['brown', 'diagonal', 'horizontal', 'grey'], ['horizontal', 'diagonal', 'grey', 'brown']]","[['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal'], ['diagonal'], ['diagonal', 'grey']]","['CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS']","[['grey', 'diagonal', 'brown', 'horizontal'], ['horizontal', 'grey', 'diagonal', 'brown'], ['diagonal', 'grey', 'brown', 'horizontal'], ['brown', 'diagonal', 'horizontal', 'grey'], ['horizontal', 'diagonal', 'grey', 'brown']]","[['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'brown']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['grey', 'diagonal', 'brown', 'horizontal'], ['horizontal', 'grey', 'diagonal', 'brown'], ['diagonal', 'grey', 'brown', 'horizontal'], ['brown', 'diagonal', 'horizontal', 'grey'], ['horizontal', 'diagonal', 'grey', 'brown']]","[['diagonal', 'grey'], ['diagonal', 'horizontal'], ['diagonal', 'grey'], ['diagonal', 'brown'], ['diagonal', 'grey']]","['MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS']","[['grey', 'diagonal', 'brown', 'horizontal'], ['horizontal', 'grey', 'diagonal', 'brown'], ['diagonal', 'grey', 'brown', 'horizontal'], ['brown', 'diagonal', 'horizontal', 'grey'], ['horizontal', 'diagonal', 'grey', 'brown']]","[['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'horizontal'], ['diagonal', 'brown']]","['CORRECT', 'CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT']","[['grey', 'diagonal', 'brown', 'horizontal'], ['horizontal', 'grey', 'diagonal', 'brown'], ['diagonal', 'grey', 'brown', 'horizontal'], ['brown', 'diagonal', 'horizontal', 'grey'], ['horizontal', 'diagonal', 'grey', 'brown']]","[['diagonal', 'grey'], ['horizontal', 'brown'], ['diagonal', 'grey'], ['brown', 'diagonal', 'horizontal'], ['horizontal', 'brown']]","['MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['grey', 'diagonal', 'brown', 'horizontal'], ['horizontal', 'grey', 'diagonal', 'brown'], ['diagonal', 'grey', 'brown', 'horizontal'], ['brown', 'diagonal', 'horizontal', 'grey'], ['horizontal', 'diagonal', 'grey', 'brown']]"
"If the number is 8, then the shape is octagon.","{'8': 'P', '5': 'not_P', 'octagon': 'Q', 'pentagon': 'not_Q'}","[['8', 'pentagon'], ['5', '8'], ['5', '8'], ['8', 'pentagon'], ['5', '8']]","['CORRECT', 'LOGIC_ERROR', 'LOGIC_ERROR', 'CORRECT', 'LOGIC_ERROR']","[['octagon', '8', '5', 'pentagon'], ['pentagon', '5', 'octagon', '8'], ['5', 'pentagon', 'octagon', '8'], ['octagon', '8', 'pentagon', '5'], ['octagon', '5', '8', 'pentagon']]","[['8', 'octagon'], ['8', 'pentagon'], ['5', '8'], ['8'], ['8', 'pentagon']]","['MATCHING_BIAS', 'CORRECT', 'LOGIC_ERROR', 'CONFIRMATION_BIAS', 'CORRECT']","[['octagon', '8', '5', 'pentagon'], ['pentagon', '5', 'octagon', '8'], ['5', 'pentagon', 'octagon', '8'], ['octagon', '8', 'pentagon', '5'], ['octagon', '5', '8', 'pentagon']]","[['8', 'pentagon'], [""'5'"", ""'octagon'""], [""'8'"", ""'pentagon'""], [""'8'"", ""'pentagon'""], ['8', 'pentagon']]","['CORRECT', 'NOISE', 'NOISE', 'NOISE', 'CORRECT']","[['octagon', '8', '5', 'pentagon'], ['pentagon', '5', 'octagon', '8'], ['5', 'pentagon', 'octagon', '8'], ['octagon', '8', 'pentagon', '5'], ['octagon', '5', '8', 'pentagon']]","[['8', 'octagon'], ['8', 'pentagon'], ['5', '8'], ['8', 'octagon'], ['8', 'octagon']]","['MATCHING_BIAS', 'CORRECT', 'LOGIC_ERROR', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['octagon', '8', '5', 'pentagon'], ['pentagon', '5', 'octagon', '8'], ['5', 'pentagon', 'octagon', '8'], ['octagon', '8', 'pentagon', '5'], ['octagon', '5', '8', 'pentagon']]","[['octagon', '5'], ['octagon', '5'], ['5', 'octagon'], ['octagon', '5'], ['octagon', '5']]","['LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['octagon', '8', '5', 'pentagon'], ['pentagon', '5', 'octagon', '8'], ['5', 'pentagon', 'octagon', '8'], ['octagon', '8', 'pentagon', '5'], ['octagon', '5', '8', 'pentagon']]","[['8', 'octagon'], ['pentagon', '5', 'octagon', '8'], ['5', 'pentagon'], ['8', 'octagon'], ['8', '5', 'pentagon']]","['MATCHING_BIAS', 'ALL_CARDS', 'LOGIC_ERROR', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['octagon', '8', '5', 'pentagon'], ['pentagon', '5', 'octagon', '8'], ['5', 'pentagon', 'octagon', '8'], ['octagon', '8', 'pentagon', '5'], ['octagon', '5', '8', 'pentagon']]"
"If the digit is 0, then the symbol is omega.","{'0': 'P', '1': 'not_P', 'omega': 'Q', 'sigma': 'not_Q'}","[['1', '0'], ['1', 'omega'], ['1', '0'], ['1', '0'], ['0', 'sigma']]","['LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'CORRECT']","[['1', 'omega', 'sigma', '0'], ['1', 'sigma', 'omega', '0'], ['1', 'sigma', '0', 'omega'], ['1', 'omega', '0', 'sigma'], ['0', 'omega', 'sigma', '1']]","[['0'], ['0'], ['0'], ['0'], ['0', 'sigma']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT']","[['1', 'omega', 'sigma', '0'], ['1', 'sigma', 'omega', '0'], ['1', 'sigma', '0', 'omega'], ['1', 'omega', '0', 'sigma'], ['0', 'omega', 'sigma', '1']]","[[""'0'"", ""'sigma'""], [""'0'"", ""'sigma'""], [""'0'"", ""'sigma'""], [""'0'"", ""'sigma'""], [""'0'"", ""'sigma'""]]","['NOISE', 'NOISE', 'NOISE', 'NOISE', 'NOISE']","[['1', 'omega', 'sigma', '0'], ['1', 'sigma', 'omega', '0'], ['1', 'sigma', '0', 'omega'], ['1', 'omega', '0', 'sigma'], ['0', 'omega', 'sigma', '1']]","[['1', '0'], ['1', '0'], ['1', '0'], ['1', '0'], ['0', 'omega']]","['LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'MATCHING_BIAS']","[['1', 'omega', 'sigma', '0'], ['1', 'sigma', 'omega', '0'], ['1', 'sigma', '0', 'omega'], ['1', 'omega', '0', 'sigma'], ['0', 'omega', 'sigma', '1']]","[['omega', '0'], ['0', 'sigma'], ['0', 'sigma'], ['0', 'omega'], ['0', 'sigma']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['1', 'omega', 'sigma', '0'], ['1', 'sigma', 'omega', '0'], ['1', 'sigma', '0', 'omega'], ['1', 'omega', '0', 'sigma'], ['0', 'omega', 'sigma', '1']]","[['1', 'omega', 'sigma', '0'], ['0'], ['1', 'sigma', '0', 'omega'], ['1', 'omega', '0'], ['0', 'omega']]","['ALL_CARDS', 'CONFIRMATION_BIAS', 'ALL_CARDS', 'LOGIC_ERROR', 'MATCHING_BIAS']","[['1', 'omega', 'sigma', '0'], ['1', 'sigma', 'omega', '0'], ['1', 'sigma', '0', 'omega'], ['1', 'omega', '0', 'sigma'], ['0', 'omega', 'sigma', '1']]"
"If the shape is convex, then the color is pink.","{'convex': 'P', 'concave': 'not_P', 'pink': 'Q', 'grey': 'not_Q'}","[['concave', 'convex'], ['convex', 'grey'], ['convex', 'grey'], ['convex', 'grey'], ['grey', 'convex']]","['LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['grey', 'concave', 'pink', 'convex'], ['grey', 'convex', 'pink', 'concave'], ['grey', 'convex', 'concave', 'pink'], ['pink', 'convex', 'concave', 'grey'], ['pink', 'grey', 'concave', 'convex']]","[['convex', 'grey'], ['convex', 'pink'], ['convex', 'pink'], ['pink', 'convex'], ['convex']]","['CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['grey', 'concave', 'pink', 'convex'], ['grey', 'convex', 'pink', 'concave'], ['grey', 'convex', 'concave', 'pink'], ['pink', 'convex', 'concave', 'grey'], ['pink', 'grey', 'concave', 'convex']]","[['convex', 'grey'], ['convex', 'grey'], ['convex', 'grey'], ['pink', 'concave'], ['convex', 'grey']]","['CORRECT', 'CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT']","[['grey', 'concave', 'pink', 'convex'], ['grey', 'convex', 'pink', 'concave'], ['grey', 'convex', 'concave', 'pink'], ['pink', 'convex', 'concave', 'grey'], ['pink', 'grey', 'concave', 'convex']]","[['convex', 'grey'], ['convex', 'pink'], ['grey', 'convex'], ['convex', 'grey'], ['convex', 'pink']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['grey', 'concave', 'pink', 'convex'], ['grey', 'convex', 'pink', 'concave'], ['grey', 'convex', 'concave', 'pink'], ['pink', 'convex', 'concave', 'grey'], ['pink', 'grey', 'concave', 'convex']]","[['concave', 'convex'], ['convex', 'grey'], ['convex', 'grey'], ['convex', 'concave'], ['convex', 'grey']]","['LOGIC_ERROR', 'CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT']","[['grey', 'concave', 'pink', 'convex'], ['grey', 'convex', 'pink', 'concave'], ['grey', 'convex', 'concave', 'pink'], ['pink', 'convex', 'concave', 'grey'], ['pink', 'grey', 'concave', 'convex']]","[['grey', 'concave'], ['grey', 'concave'], ['grey', 'concave'], ['concave', 'grey'], ['grey', 'concave']]","['LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['grey', 'concave', 'pink', 'convex'], ['grey', 'convex', 'pink', 'concave'], ['grey', 'convex', 'concave', 'pink'], ['pink', 'convex', 'concave', 'grey'], ['pink', 'grey', 'concave', 'convex']]"
"If the letter is O, then the number is 10.","{'O': 'P', 'D': 'not_P', '10': 'Q', '13': 'not_Q'}","[['O', '13'], ['O', '13'], ['O', '13'], ['D', 'O'], ['O', '13']]","['CORRECT', 'CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT']","[['O', 'D', '13', '10'], ['O', '13', '10', 'D'], ['O', '10', 'D', '13'], ['10', 'D', '13', 'O'], ['O', 'D', '10', '13']]","[['O', '13'], ['O', '13'], ['O', '13'], ['10', 'O'], ['O', '10']]","['CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['O', 'D', '13', '10'], ['O', '13', '10', 'D'], ['O', '10', 'D', '13'], ['10', 'D', '13', 'O'], ['O', 'D', '10', '13']]","[['O', '13'], ['O', '13'], ['O', '13'], ['O', '13'], ['O', '13']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['O', 'D', '13', '10'], ['O', '13', '10', 'D'], ['O', '10', 'D', '13'], ['10', 'D', '13', 'O'], ['O', 'D', '10', '13']]","[['O', '13'], ['O', '13'], ['O', '10'], ['10', 'O'], ['O', '10']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['O', 'D', '13', '10'], ['O', '13', '10', 'D'], ['O', '10', 'D', '13'], ['10', 'D', '13', 'O'], ['O', 'D', '10', '13']]","[['O', '13'], ['O', '13'], ['O', '10'], ['10', 'O'], ['O', '10']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['O', 'D', '13', '10'], ['O', '13', '10', 'D'], ['O', '10', 'D', '13'], ['10', 'D', '13', 'O'], ['O', 'D', '10', '13']]","[['O', '10'], ['O', '10'], ['O', '10'], ['10', 'O'], ['O', '10']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['O', 'D', '13', '10'], ['O', '13', '10', 'D'], ['O', '10', 'D', '13'], ['10', 'D', '13', 'O'], ['O', 'D', '10', '13']]"
"If the card is vertical, then the digit is 5.","{'vertical': 'P', 'horizontal': 'not_P', '5': 'Q', '2': 'not_Q'}","[['vertical', '2'], ['vertical', '2'], ['2', 'vertical'], ['2', 'vertical'], ['2', 'horizontal']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'LOGIC_ERROR']","[['vertical', '2', 'horizontal', '5'], ['vertical', '2', '5', 'horizontal'], ['2', '5', 'vertical', 'horizontal'], ['2', 'horizontal', '5', 'vertical'], ['2', 'vertical', 'horizontal', '5']]","[['vertical', '2'], ['vertical', '2'], ['2', 'vertical'], ['2', 'vertical'], ['2', 'vertical']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['vertical', '2', 'horizontal', '5'], ['vertical', '2', '5', 'horizontal'], ['2', '5', 'vertical', 'horizontal'], ['2', 'horizontal', '5', 'vertical'], ['2', 'vertical', 'horizontal', '5']]","[['vertical', '2'], ['vertical', '2'], ['vertical', '2'], ['vertical', '2'], ['vertical', '2']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['vertical', '2', 'horizontal', '5'], ['vertical', '2', '5', 'horizontal'], ['2', '5', 'vertical', 'horizontal'], ['2', 'horizontal', '5', 'vertical'], ['2', 'vertical', 'horizontal', '5']]","[['vertical', '2'], ['vertical', '2'], ['2', 'horizontal'], ['2', 'horizontal', '5'], ['2', 'horizontal']]","['CORRECT', 'CORRECT', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['vertical', '2', 'horizontal', '5'], ['vertical', '2', '5', 'horizontal'], ['2', '5', 'vertical', 'horizontal'], ['2', 'horizontal', '5', 'vertical'], ['2', 'vertical', 'horizontal', '5']]","[['vertical', '2'], ['vertical', '2'], ['vertical', '2'], ['vertical', '2'], ['vertical', 'horizontal']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'LOGIC_ERROR']","[['vertical', '2', 'horizontal', '5'], ['vertical', '2', '5', 'horizontal'], ['2', '5', 'vertical', 'horizontal'], ['2', 'horizontal', '5', 'vertical'], ['2', 'vertical', 'horizontal', '5']]","[['2', '5'], ['2', 'horizontal'], ['2', 'horizontal'], ['horizontal', 'vertical'], ['2', 'horizontal']]","['NOISE', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['vertical', '2', 'horizontal', '5'], ['vertical', '2', '5', 'horizontal'], ['2', '5', 'vertical', 'horizontal'], ['2', 'horizontal', '5', 'vertical'], ['2', 'vertical', 'horizontal', '5']]"
"If the symbol is heart, then the number is 4.","{'heart': 'P', 'spade': 'not_P', '4': 'Q', '7': 'not_Q'}","[['heart', '7'], ['7', 'heart'], ['heart', '7'], ['heart', '7'], ['7', 'heart']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['spade', '7', '4', 'heart'], ['4', 'spade', '7', 'heart'], ['4', 'heart', 'spade', '7'], ['heart', '4', 'spade', '7'], ['7', 'heart', '4', 'spade']]","[['7', 'heart'], ['4', 'heart'], ['4', 'heart'], ['heart', '7'], ['7', 'heart']]","['CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'CORRECT']","[['spade', '7', '4', 'heart'], ['4', 'spade', '7', 'heart'], ['4', 'heart', 'spade', '7'], ['heart', '4', 'spade', '7'], ['7', 'heart', '4', 'spade']]","[['heart', '7'], ['heart', '7'], ['heart', '7'], ['heart', '7'], ['heart', '7']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['spade', '7', '4', 'heart'], ['4', 'spade', '7', 'heart'], ['4', 'heart', 'spade', '7'], ['heart', '4', 'spade', '7'], ['7', 'heart', '4', 'spade']]","[['spade', '7'], ['4', 'heart'], ['4', 'heart'], ['heart', '7'], ['7', 'spade']]","['LOGIC_ERROR', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'LOGIC_ERROR']","[['spade', '7', '4', 'heart'], ['4', 'spade', '7', 'heart'], ['4', 'heart', 'spade', '7'], ['heart', '4', 'spade', '7'], ['7', 'heart', '4', 'spade']]","[['heart', '7'], ['4', 'heart'], ['heart', '7'], ['heart', 'spade'], ['heart', '7']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'LOGIC_ERROR', 'CORRECT']","[['spade', '7', '4', 'heart'], ['4', 'spade', '7', 'heart'], ['4', 'heart', 'spade', '7'], ['heart', '4', 'spade', '7'], ['7', 'heart', '4', 'spade']]","[['7', 'heart'], ['heart'], ['4', 'heart'], ['heart', '4'], ['heart']]","['CORRECT', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['spade', '7', '4', 'heart'], ['4', 'spade', '7', 'heart'], ['4', 'heart', 'spade', '7'], ['heart', '4', 'spade', '7'], ['7', 'heart', '4', 'spade']]"
"If the figure is dotted, then the shape is oval.","{'dotted': 'P', 'striped': 'not_P', 'oval': 'Q', 'rhombus': 'not_Q'}","[['dotted', 'rhombus'], ['dotted', 'rhombus'], ['dotted', 'rhombus'], ['rhombus', 'dotted'], ['rhombus', 'dotted']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['rhombus', 'striped', 'dotted', 'oval'], ['oval', 'rhombus', 'striped', 'dotted'], ['dotted', 'rhombus', 'striped', 'oval'], ['rhombus', 'oval', 'striped', 'dotted'], ['rhombus', 'oval', 'dotted', 'striped']]","[['dotted', 'striped'], ['dotted'], ['dotted', 'rhombus'], ['oval', 'dotted'], ['dotted', 'oval']]","['LOGIC_ERROR', 'CONFIRMATION_BIAS', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['rhombus', 'striped', 'dotted', 'oval'], ['oval', 'rhombus', 'striped', 'dotted'], ['dotted', 'rhombus', 'striped', 'oval'], ['rhombus', 'oval', 'striped', 'dotted'], ['rhombus', 'oval', 'dotted', 'striped']]","[['dotted', 'rhombus'], ['dotted', 'rhombus'], ['dotted', 'rhombus'], ['dotted', 'rhombus'], ['dotted', 'rhombus']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['rhombus', 'striped', 'dotted', 'oval'], ['oval', 'rhombus', 'striped', 'dotted'], ['dotted', 'rhombus', 'striped', 'oval'], ['rhombus', 'oval', 'striped', 'dotted'], ['rhombus', 'oval', 'dotted', 'striped']]","[['dotted', 'rhombus'], ['dotted', 'oval'], ['dotted', 'rhombus'], ['rhombus', 'dotted'], ['rhombus', 'dotted']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['rhombus', 'striped', 'dotted', 'oval'], ['oval', 'rhombus', 'striped', 'dotted'], ['dotted', 'rhombus', 'striped', 'oval'], ['rhombus', 'oval', 'striped', 'dotted'], ['rhombus', 'oval', 'dotted', 'striped']]","[['dotted', 'rhombus'], ['dotted', 'rhombus'], ['dotted', 'rhombus', 'striped'], ['dotted', 'rhombus'], ['dotted', 'rhombus']]","['CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['rhombus', 'striped', 'dotted', 'oval'], ['oval', 'rhombus', 'striped', 'dotted'], ['dotted', 'rhombus', 'striped', 'oval'], ['rhombus', 'oval', 'striped', 'dotted'], ['rhombus', 'oval', 'dotted', 'striped']]","[['dotted', 'oval'], ['dotted'], ['dotted', 'rhombus', 'striped'], ['dotted'], ['dotted', 'oval']]","['MATCHING_BIAS', 'CONFIRMATION_BIAS', 'LOGIC_ERROR', 'CONFIRMATION_BIAS', 'MATCHING_BIAS']","[['rhombus', 'striped', 'dotted', 'oval'], ['oval', 'rhombus', 'striped', 'dotted'], ['dotted', 'rhombus', 'striped', 'oval'], ['rhombus', 'oval', 'striped', 'dotted'], ['rhombus', 'oval', 'dotted', 'striped']]"
"If the card has a frame, then the center is empty.","{'framed': 'P', 'unframed': 'not_P', 'empty_center': 'Q', 'filled_center': 'not_Q'}","[['framed', 'filled_center'], ['framed', 'filled_center'], ['framed', 'filled_center'], ['framed', 'filled_center'], ['framed', 'filled_center']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['unframed', 'framed', 'filled_center', 'empty_center'], ['unframed', 'framed', 'empty_center', 'filled_center'], ['unframed', 'empty_center', 'filled_center', 'framed'], ['filled_center', 'unframed', 'empty_center', 'framed'], ['framed', 'unframed', 'empty_center', 'filled_center']]","[['framed', 'filled_center'], ['framed', 'empty_center'], ['framed', 'filled_center'], ['unframed', 'empty_center'], ['framed', 'filled_center']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'LOGIC_ERROR', 'CORRECT']","[['unframed', 'framed', 'filled_center', 'empty_center'], ['unframed', 'framed', 'empty_center', 'filled_center'], ['unframed', 'empty_center', 'filled_center', 'framed'], ['filled_center', 'unframed', 'empty_center', 'framed'], ['framed', 'unframed', 'empty_center', 'filled_center']]","[['framed', 'filled_center'], ['framed', 'filled_center'], ['framed'], ['framed'], ['framed', 'filled_center']]","['CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT']","[['unframed', 'framed', 'filled_center', 'empty_center'], ['unframed', 'framed', 'empty_center', 'filled_center'], ['unframed', 'empty_center', 'filled_center', 'framed'], ['filled_center', 'unframed', 'empty_center', 'framed'], ['framed', 'unframed', 'empty_center', 'filled_center']]","[['unframed', 'framed'], ['framed', 'unframed'], ['unframed', 'framed'], ['filled_center', 'framed'], ['framed', 'unframed']]","['LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'CORRECT', 'LOGIC_ERROR']","[['unframed', 'framed', 'filled_center', 'empty_center'], ['unframed', 'framed', 'empty_center', 'filled_center'], ['unframed', 'empty_center', 'filled_center', 'framed'], ['filled_center', 'unframed', 'empty_center', 'framed'], ['framed', 'unframed', 'empty_center', 'filled_center']]","[['framed', 'filled_center'], ['framed', 'filled_center'], ['framed', 'filled_center'], ['framed', 'filled_center'], ['framed', 'filled_center']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['unframed', 'framed', 'filled_center', 'empty_center'], ['unframed', 'framed', 'empty_center', 'filled_center'], ['unframed', 'empty_center', 'filled_center', 'framed'], ['filled_center', 'unframed', 'empty_center', 'framed'], ['framed', 'unframed', 'empty_center', 'filled_center']]","[['framed', 'filled_center'], ['framed', 'empty_center'], ['framed', 'empty_center'], ['filled_center', 'unframed'], ['framed', 'empty_center']]","['CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS']","[['unframed', 'framed', 'filled_center', 'empty_center'], ['unframed', 'framed', 'empty_center', 'filled_center'], ['unframed', 'empty_center', 'filled_center', 'framed'], ['filled_center', 'unframed', 'empty_center', 'framed'], ['framed', 'unframed', 'empty_center', 'filled_center']]"
